"DATA";"PROVA";"VARIANT";"RECOMPTE"
2021-04-09 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);14
2021-04-09 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);3
2021-04-09 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);53
2021-04-09 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-09 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);3
2021-04-09 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);6
2021-04-09 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);24
2021-04-10 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);175
2021-04-10 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);8
2021-04-10 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);9
2021-04-10 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-04-11 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);64
2021-04-11 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);6
2021-04-11 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);6
2021-04-11 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-11 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-04-11 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-04-12 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);185
2021-04-12 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);17
2021-04-12 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);56
2021-04-12 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-04-12 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-04-12 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-04-13 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);677
2021-04-13 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);41
2021-04-13 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);71
2021-04-13 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);3
2021-04-13 00:00:00.000;seqüenciació completa;B.1.575;1
2021-04-13 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);2
2021-04-13 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);5
2021-04-13 00:00:00.000;seqüenciació completa;Eta (B.1.525);8
2021-04-13 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-04-14 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);367
2021-04-14 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);19
2021-04-14 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);76
2021-04-14 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-14 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-04-14 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-04-14 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);3
2021-04-15 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);264
2021-04-15 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);32
2021-04-15 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);65
2021-04-15 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);1
2021-04-15 00:00:00.000;seqüenciació completa;Eta (B.1.525);3
2021-04-15 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);4
2021-04-16 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);212
2021-04-16 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);12
2021-04-16 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);3
2021-04-16 00:00:00.000;(gen S): seqüenciació parcial;Gamma (P.1 i subvariants);9
2021-04-16 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);74
2021-04-16 00:00:00.000;seqüenciació completa;B.1.575;1
2021-04-16 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);5
2021-04-16 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);1
2021-04-16 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);6
2021-04-16 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);15
2021-04-17 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);148
2021-04-17 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);11
2021-04-17 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);9
2021-04-17 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);3
2021-04-18 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);119
2021-04-18 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);6
2021-04-18 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);11
2021-04-18 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-18 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-04-19 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);473
2021-04-19 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);15
2021-04-19 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);1
2021-04-19 00:00:00.000;(gen S): seqüenciació parcial;Gamma (P.1 i subvariants);3
2021-04-19 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);118
2021-04-19 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-19 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-04-19 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-04-19 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-04-19 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);3
2021-04-20 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);285
2021-04-20 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);16
2021-04-20 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);137
2021-04-20 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);2
2021-04-20 00:00:00.000;seqüenciació completa;B.1.575;1
2021-04-20 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);4
2021-04-20 00:00:00.000;seqüenciació completa;Eta (B.1.525);9
2021-04-20 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);2
2021-04-21 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);201
2021-04-21 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);14
2021-04-21 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);6
2021-04-21 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);77
2021-04-21 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-21 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-04-21 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-04-22 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);171
2021-04-22 00:00:00.000;(gen S): seqüenciació parcial;Altres seqüències de virus complet (Altres);1
2021-04-22 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);2
2021-04-22 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);81
2021-04-22 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-04-22 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);1
2021-04-22 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);1
2021-04-22 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);2
2021-04-22 00:00:00.000;seqüenciació completa;Eta (B.1.525);4
2021-04-22 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-04-22 00:00:00.000;seqüenciació completa;Kappa (B.1.617.1);1
2021-04-22 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);5
2021-04-23 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);215
2021-04-23 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);19
2021-04-23 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);5
2021-04-23 00:00:00.000;(gen S): seqüenciació parcial;Altres seqüències de virus complet (Altres);3
2021-04-23 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);1
2021-04-23 00:00:00.000;(gen S): seqüenciació parcial;Gamma (P.1 i subvariants);3
2021-04-23 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);59
2021-04-23 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);3
2021-04-23 00:00:00.000;seqüenciació completa;B.1.575;5
2021-04-23 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);6
2021-04-23 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);2
2021-04-23 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-04-23 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);12
2021-04-23 00:00:00.000;seqüenciació completa;Lambda (C.37 i subvariants);2
2021-04-23 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);1
2021-04-24 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);140
2021-04-24 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);3
2021-04-24 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Delta (B.1.617.2 i llinatges AY);1
2021-04-24 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);32
2021-04-24 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-04-25 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);74
2021-04-25 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);3
2021-04-25 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);5
2021-04-26 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);376
2021-04-26 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);35
2021-04-26 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);16
2021-04-26 00:00:00.000;(gen S): seqüenciació parcial;Gamma (P.1 i subvariants);2
2021-04-26 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);62
2021-04-26 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-26 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);25
2021-04-26 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);1
2021-04-26 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-04-26 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);3
2021-04-26 00:00:00.000;seqüenciació completa;Iota (B.1.526);1
2021-04-27 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);165
2021-04-27 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);7
2021-04-27 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);71
2021-04-27 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);3
2021-04-27 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-04-27 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);4
2021-04-27 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);2
2021-04-27 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);8
2021-04-27 00:00:00.000;seqüenciació completa;Eta (B.1.525);5
2021-04-27 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-04-27 00:00:00.000;seqüenciació completa;Lambda (C.37 i subvariants);1
2021-04-27 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);2
2021-04-28 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);178
2021-04-28 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);2
2021-04-28 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);75
2021-04-28 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);3
2021-04-28 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);1
2021-04-28 00:00:00.000;seqüenciació completa;Eta (B.1.525);3
2021-04-28 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);2
2021-04-28 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);1
2021-04-29 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);190
2021-04-29 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);8
2021-04-29 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);65
2021-04-29 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-29 00:00:00.000;seqüenciació completa;B.1.575;7
2021-04-29 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-04-29 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);5
2021-04-29 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);2
2021-04-29 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);2
2021-04-29 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-04-29 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);19
2021-04-30 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);213
2021-04-30 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);30
2021-04-30 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);89
2021-04-30 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);2
2021-04-30 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-04-30 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);2
2021-05-01 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);45
2021-05-01 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);13
2021-05-01 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);15
2021-05-01 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-05-01 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);7
2021-05-02 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);12
2021-05-02 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);17
2021-05-03 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);1131
2021-05-03 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);61
2021-05-03 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);6
2021-05-03 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);148
2021-05-03 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);7
2021-05-03 00:00:00.000;seqüenciació completa;B.1.575;5
2021-05-03 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);17
2021-05-03 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);1
2021-05-03 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);10
2021-05-03 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-05-03 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);18
2021-05-03 00:00:00.000;seqüenciació completa;Lambda (C.37 i subvariants);1
2021-05-04 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);257
2021-05-04 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);7
2021-05-04 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);89
2021-05-04 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);2
2021-05-04 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);2
2021-05-04 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);4
2021-05-04 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-05-04 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);5
2021-05-05 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);265
2021-05-05 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);9
2021-05-05 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);3
2021-05-05 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);3
2021-05-05 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);70
2021-05-05 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-05-05 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);1
2021-05-05 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);2
2021-05-05 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);1
2021-05-06 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);179
2021-05-06 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);10
2021-05-06 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Mu (B.1.621 i subvariants);1
2021-05-06 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);127
2021-05-06 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);26
2021-05-06 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-05-06 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);2
2021-05-06 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-05-06 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-05-06 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);21
2021-05-06 00:00:00.000;seqüenciació completa;Lambda (C.37 i subvariants);1
2021-05-06 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);3
2021-05-07 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);171
2021-05-07 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);20
2021-05-07 00:00:00.000;(gen S): seqüenciació parcial;Gamma (P.1 i subvariants);6
2021-05-07 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);115
2021-05-07 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-05-07 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-05-07 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);2
2021-05-07 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-05-07 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);3
2021-05-08 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);237
2021-05-08 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);19
2021-05-08 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);20
2021-05-08 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);2
2021-05-08 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-05-09 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);53
2021-05-09 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);1
2021-05-09 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);17
2021-05-09 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-05-09 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-05-10 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);132
2021-05-10 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);4
2021-05-10 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);67
2021-05-10 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-05-10 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);1
2021-05-10 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-05-10 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-05-11 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);188
2021-05-11 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);2
2021-05-11 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);60
2021-05-11 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-05-11 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);5
2021-05-11 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);1
2021-05-11 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-05-11 00:00:00.000;seqüenciació completa;Iota (B.1.526);1
2021-05-12 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);104
2021-05-12 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);3
2021-05-12 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Mu (B.1.621 i subvariants);1
2021-05-12 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);102
2021-05-12 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);5
2021-05-12 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-05-12 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);4
2021-05-12 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-05-12 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-05-12 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);2
2021-05-12 00:00:00.000;seqüenciació completa;Kappa (B.1.617.1);3
2021-05-13 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);265
2021-05-13 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);5
2021-05-13 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);2
2021-05-13 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);109
2021-05-13 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);4
2021-05-13 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-05-13 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);6
2021-05-13 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);1
2021-05-13 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-05-13 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);11
2021-05-14 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);83
2021-05-14 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);66
2021-05-14 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-05-14 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-05-14 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);3
2021-05-14 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-05-14 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);2
2021-05-14 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);2
2021-05-15 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);10
2021-05-15 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);14
2021-05-15 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);1
2021-05-15 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-05-16 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);68
2021-05-16 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);4
2021-05-16 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);13
2021-05-16 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);4
2021-05-16 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);1
2021-05-17 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);69
2021-05-17 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);10
2021-05-17 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Eta (B.1.525);2
2021-05-17 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);4
2021-05-17 00:00:00.000;(gen S): seqüenciació parcial;Gamma (P.1 i subvariants);2
2021-05-17 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);94
2021-05-17 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);7
2021-05-17 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-05-17 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);8
2021-05-17 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-05-17 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);2
2021-05-17 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);1
2021-05-18 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);216
2021-05-18 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);27
2021-05-18 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);45
2021-05-18 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);11
2021-05-18 00:00:00.000;seqüenciació completa;Amb pocs casos a UK (B.1.1.318);1
2021-05-18 00:00:00.000;seqüenciació completa;Delta (B.1.617.2 i llinatges AY);1
2021-05-18 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-05-18 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);3
2021-05-18 00:00:00.000;seqüenciació completa;Mu (B.1.621 i subvariants);1
2021-05-19 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);77
2021-05-19 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);6
2021-05-19 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);38
